"기준_년_코드(STDR_YY_CODE_SE)","기준_분기_코드(STDR_QU_CODE_SE)","블록코드(BLCK_CODE_SE)","서비스업종코드(SVC_INDUTY_CODE_SE)","분기_매출금액(THSMON_SELNG_AMOUNT_AM)","분기_매출건수(THSMON_SELNG_CO)","주중_매출비율(MDWK_SELNG_RATE)","주말_매출비율(WKEND_SELNG_RATE)","월요일_매출비율(MON_SELNG_RATE)","화요일_매출비율(TUES_SELNG_RATE)","수요일_매출비율(WED_SELNG_RATE)","목요일_매출비율(THUR_SELNG_RATE)","금요일_매출비율(FRI_SELNG_RATE)","토요일_매출비율(SAT_SELNG_RATE)","일요일_매출비율(SUN_SELNG_RATE)","시간대00~06매출비율(TMZON_00_06_SELNG_RATE)","시간대06~11매출비율(TMZON_06_11_SELNG_RATE)","시간대11~14매출비율(TMZON_11_14_SELNG_RATE)","시간대14~17매출비율(TMZON_14_17_SELNG_RATE)","시간대17~21매출비율(TMZON_17_21_SELNG_RATE)","시간대21~24매출비율(TMZON_21_24_SELNG_RATE)","남성_매출비율(ML_SELNG_RATE)","여성_매출비율(FML_SELNG_RATE)","연령대10_매출비율(AGRDE_10_SELNG_RATE)","연령대20_매출비율(AGRDE_20_SELNG_RATE)","연령대30_매출비율(AGRDE_30_SELNG_RATE)","연령대40_매출비율(AGRDE_40_SELNG_RATE)","연령대50_매출비율(AGRDE_50_SELNG_RATE)","연령대60이상_매출비율(AGRDE_60_ABOVE_SELNG_RATE)","주중_매출금액(MDWK_SELNG_AMT)","주말_매출금액(WKEND_SELNG_AMT)","월요일_매출금액(MON_SELNG_AMT)","화요일_매출금액(TUES_SELNG_AMT)","수요일_매출금액(WED_SELNG_AMT)","목요일_매출금액(THUR_SELNG_AMT)","금요일_매출금액(FRI_SELNG_AMT)","토요일_매출금액(SAT_SELNG_AMT)","일요일_매출금액(SUN_SELNG_AMT)","시간대00~06매출금액(TMZON_00_06_SELNG_AMT)","시간대06~11매출금액(TMZON_06_11_SELNG_AMT)","시간대11~14매출금액(TMZON_11_14_SELNG_AMT)","시간대14~17매출금액(TMZON_14_17_SELNG_AMT)","시간대17~21매출금액(TMZON_17_21_SELNG_AMT)","시간대21~24매출금액(TMZON_21_24_SELNG_AMT)","남성_매출금액(ML_SELNG_AMT)","여성_매출금액(FML_SELNG_AMT)","연령대10_매출금액(AGRDE_10_SELNG_AMT)","연령대20_매출금액(AGRDE_20_SELNG_AMT)","연령대30_매출금액(AGRDE_30_SELNG_AMT)","연령대40_매출금액(AGRDE_40_SELNG_AMT)","연령대50_매출금액(AGRDE_50_SELNG_AMT)","연령대60이상_매출금액(AGRDE_60_ABOVE_SELNG_AMT)","주중_매출건수(MDWK_SELNG_CO)","주말_매출건수(WKEND_SELNG_CO)","월요일_매출건수(MON_SELNG_CO)","화요일_매출건수(TUES_SELNG_CO)","수요일_매출건수(WED_SELNG_CO)","목요일_매출건수(THUR_SELNG_CO)","금요일_매출건수(FRI_SELNG_CO)","토요일_매출건수(SAT_SELNG_CO)","일요일_매출건수(SUN_SELNG_CO)","시간대00~06매출건수(TMZON_00_06_SELNG_CO)","시간대06~11매출건수(TMZON_06_11_SELNG_CO)","시간대11~14매출건수(TMZON_11_14_SELNG_CO)","시간대14~17매출건수(TMZON_14_17_SELNG_CO)","시간대17~21매출건수(TMZON_17_21_SELNG_CO)","시간대21~24매출건수(TMZON_21_24_SELNG_CO)","남성_매출건수(ML_SELNG_CO)","여성_매출건수(FML_SELNG_CO)","연령대10_매출건수(AGRDE_10_SELNG_CO)","연령대20_매출건수(AGRDE_20_SELNG_CO)","연령대30_매출건수(AGRDE_30_SELNG_CO)","연령대40_매출건수(AGRDE_40_SELNG_CO)","연령대50_매출건수(AGRDE_50_SELNG_CO)","연령대60이상_매출건수(AGRDE_60_ABOVE_SELNG_CO)","점포수(STOR_CO)","적재일시(LDADNG_DT)"
"2016","4","2*4*9*","CS300009",129708044,229,68,42.8,17.6,12.8,3.7,13.9,21.5,18.4,11.2,0,0,28.2,21.9,0,0,0,75.7,0,50,23.9,25.9,6.6,5.1,4520601,0,3497329,0,13166500,26150969,28121717,22285787,20195791,0,0,9393627,1603834,74991157,0,6752913,36166630,0,181237,27451700,35496692,593119717,1512244,1228,1562,6,50,65405,6631,2145,131,36,0,35,42,95,0,26,12,1078,0,1466,12,8,21,0,1,"2019-09-20 14:26:16"
"2017","3","2*0*8*","CS100010",201000000,8287,69.6,24.9,17.8,10.7,30.4,0,33.3,0,0,0,0,2.9,23,9.2,12.5,45.5,55.9,0.5,43.8,11.2,26.9,35.2,4.3,0,175370433,64585479,5174472,19999447,35390821,52988210,28001502,1227277,0,0,0,2765776,24046715,0,355044768,8421340,601039,0,23757133,10732586,12156696,3288383,137,212,2621,15,84,3952,1429,0,8716,0,0,6061,414,10820,0,2533,1277,0,606,6,23,2079,267,3,"2019-09-20 14:26:16"
"2013","3","5*2*2*","CS200016",298673932,34832,70,0,13.6,15.6,13.5,14.3,11.3,0,0,6,0,67.8,25.6,33.1,0,59.1,11.1,0,7.2,9.2,0,36.1,4.3,75759930,58853844,113334266,18094017,210618,1876227,3139405,3421222,10861943,1644420,18953829,159511,11784184,34729026,40597296,314819849,71059462,0,384872,4765931,99992420,253470207,444977,113,270,2646,7,1428,1643,2661,501,2877,145,137,275,46,663,533,192,210,0,46,0,645,6162,314,0,"2019-09-20 14:26:16"
"2016","2","3*0*5*","CS100001",141856813,3662,83.6,23.3,19.4,15.2,16,11.6,17.8,0,7.2,0,19.8,0,20.4,28.9,1.4,57,29.5,0,20.7,29.4,9.2,15,4,132611664,27022341,441766,0,6167023,0,9339165,3643546,343137,0,44369498,20578198,24503300,2304323,57172290,48117379,22078674,619926,467982,49515524,31145686,18904617,16384829,56,1229,379,1697,62,632,54,594,16,162,0,128,0,1494,5233,8737,281,6,193,4,0,2599,16,2,"2019-09-20 14:26:16"
"2018","2","2*4*6*","CS300008",796225546,965,50,40.5,21.4,8,14.6,0,12.8,14.9,1.3,0,7.3,11.6,21.7,45.2,18.7,97.9,18.7,0,1.9,25.4,32.2,31.8,1.3,471084841,14754025,1376344,2517203,93006423,10465461,1894332,54450154,6714210,0,28708915,2604918,15765337,332924756,6337305,151694299,9939678,886914,14590540,0,1657652,1381957,438897,1882,510,933,100,10475,1313,1886,1838,0,0,0,550,47,2272,510,287,2750,0,1105,2852,101,3473,171,1,"2019-09-20 14:26:16"
"2019","3","2*3*9*","CS100002",35033701,228,85.2,28.1,13.6,18.3,13.9,13.6,15,17.8,0,0,0,10.7,15.9,25.3,100,21.7,37.4,1.9,11.5,20.6,18.8,20,57.2,33710846,55173698,10755520,33357509,19113025,3573698,2759781,47083422,1371742,0,4125106,22204886,79481969,26378954,0,4588556,16876007,0,1551835,6601074,29628184,57125622,6145845,267,16,3974,153,13323,11,4416,617,75,1281,455,565,892,639,37166,70,405,124,0,2056,55,650,6,1,"2019-09-20 14:26:16"
"2014","1","2*7*9*","CS200012",35416633,665,64.4,24.3,13.1,21.2,0,33.3,100,13.6,0,0,0,33,36.2,38.3,20.1,53.7,47.3,0,37.6,37.6,5.5,25.3,31.2,8543823,80906803,85066150,42670838,1476807,6604581,16577632,0,0,19921235,9180817,0,0,4546335,0,64718067,63506720,0,2318454,3677500,0,0,96994940,83,117,111,754,86,3967,357,841,1250,1084,0,12,0,2360,11,874,12,0,131,146,778,32,6,1,"2019-09-20 14:26:16"
"2015","3","2*6*1","CS300007",11403509,1221,69.7,10.8,8.4,9.3,23.6,16.1,17.8,12.9,0,0,20.5,0,33.3,9.2,45.7,31.3,45.2,0,4.7,20.7,0,31.8,11.1,2756908,0,20750959,4059494,148970638,2690851,547877,3350385,28583218,0,80225,0,19996882,41699365,298659,12668801,47458353,0,148148,3168560,2307350,76627685,11656068,139,558,111,1038,17,585,346,34,0,0,296,0,5,11,3818,3090,2057,1341,244,368,10933,8151,0,2,"2019-09-20 14:26:16"
"2013","2","2*7*9*","CS100010",97863128,13175,64.1,31.4,21.8,11.4,17.9,15.2,15.3,16.6,0,79.5,17.8,12.8,22.4,33.2,0,46.7,53.3,4.4,28.4,0,25.8,4.8,17.7,4101266,582694,2365625,1491955,985870,17073984,213112247,21275775,22763908,3264265,20198513,12600954,5592993,567022,35905424,43297312,79024913,413872,0,544209186,8481215,26296235,9330485,6295,69,49,6416,14,1645,928,2973,0,0,0,7267,20,14022,15,2409,1867,0,51,143,5301,975,35,2,"2019-09-20 14:26:16"
"2013","3","2*8*4*","CS300004",364346882,462,67,31.6,11.6,7.2,14.7,13.2,13.3,0,0,0,0.7,26.2,0,30.9,0,100,62.6,0.5,0,24.6,21.4,11.5,11.3,1122738996,0,6192850,22803785,30709598,2476316,1212443,1039662,0,756387,0,130704885,21893526,87031524,8597561,6450488,340926096,0,13745745,55238694,27230307,9742952,2156581,463,760,4836,0,91,84,603,798,0,0,0,1688,11,1934,280,13707,17925,0,0,41,856,256,245,0,"2019-09-20 14:26:16"
"2019","2","2*8*3*","CS100009",12392991704,658,56.3,34.7,23.3,11.9,12.9,10.6,0,15.2,12.3,0,0,2.7,18.2,54.8,1.1,73.8,51.6,0,34.2,23.6,24.5,21.1,68.9,9979105,166188932,15338261,0,38921664,23409635,0,5742952,0,0,0,11998204,2335849,302130883,0,16283938,35220610,0,4844991,7511721,6864330,1256706,28280485,9565,52,701,13249,5,200,271,1613,0,0,650,236,464,45,244,18718,240,0,1174,1418,654,32,0,1,"2019-09-20 14:26:16"
"2015","4","3*9*5*","CS200002",125085423,350337,72,30.9,13.4,8.5,20.3,12.9,8.5,20.9,0,0,63.8,0,21.6,15.8,2.3,100,20.6,23.3,21.4,33.3,20.5,3.7,0,331674314,2442291,121901362,1444693686,1753018,695219636,4718811,23487507,0,0,0,83345631,84897260,6328144,24530441,21190328,10146269,0,0,2014343,5726264,58619679,253659,17,3209,75,163,877,1068,185,590,0,0,116,0,358,1983,275,34,18543,467,12,493,5448,82,84,1,"2019-09-20 14:26:16"
"2018","1","4*5*5*","CS200004",32647433,37175,80.6,26.8,8.9,14.9,27,14.1,14.1,18.1,4.8,14.8,2.1,4,41.5,53.2,0,22.2,43.3,0,20.2,0,16.2,31.4,16.7,39963490,2819048,22610437,24279515,1021755,10352363,7115525,0,5888609,0,133192885,13233782,298825912,13423795,3684695,27875566,160374112,0,3018919,19693099,39839129,89597626,63572,190,1072,40,231,0,0,5276,2297,0,0,24,16,78,177,0,50333,118,0,1457,1453,54,45,3559,1,"2019-09-20 14:26:16"
"2019","2","1*7*7","CS100010",19476440,12671,84.7,10.4,13.2,18.1,14.1,20.5,16,15.5,6.8,0,33.4,7.5,26,44.8,3.5,46.4,36,0,0,5.6,22.5,15.4,0,40098971,194047690,5067722,14587,5004483,161070,2802279,76723845,24846409,0,72763773,21036437,6035620,30420357,106947,28000274,205397996,536748,43266430,8135071,37045515,36076390,3860097,818,411,255,902,31,28,158,80,3432,0,0,0,227,11,72,85,4396,24,210,0,2131,144,0,2,"2019-09-20 14:26:16"
"2018","1","1*6*8","CS200018",132331408,106,59.9,33.4,14,0,18.4,50,9.4,17.9,9.7,0,12.6,32,23.4,41.4,6.4,60.3,40.2,0,7.7,17.7,32.4,23.3,4.6,44327327,14536907,1357816,1613168,4565914,30846802,299792,0,3693834,0,0,19502178,12542968,80630097,6286652,96906179,31231671,0,165395860,84356,2927230,101955820,4932417,27726,15451,1058,18,110,1622,249,68,0,0,417,0,106,61,0,11852,4811,77,221686,725,451,125,154,1,"2019-09-20 14:26:16"
"2013","3","2*4*3*","CS100001",195121687,126,76.5,13.6,0,0,9.8,11.5,17.8,11,3.2,0,0,11.9,23.8,41.7,0,55.3,36,0,31.3,22.7,34.5,30,6.4,10248938,59058137,4653517,0,75952377,4063426,68509156,7245666,0,0,0,371394,23364575,23014504,539292,22031159,381121874,0,5430303,16092327,5291689,0,12955423,2027,55,11393,0,23,109,6,50,0,0,34,36,479,109,0,849,2062,0,1246,24,96,12,8,1,"2019-09-20 14:26:16"
"2018","3","1*7*0*","CS300013",28430035,24663,100,30.1,23.8,13,16.6,13.7,11.2,16.3,18.6,0,1,9.1,7.2,26.6,3.3,55.5,29.8,3.3,31.6,10.6,17.2,3.7,0,349412541,5796376,113465534,1992460,0,4610084,264421450,9454852,0,0,1141049,6039130,102006661,34340071,0,3802958,34906352,0,3370744,12541509,600533912,7770901,0,25122,62,1082,179,72,65,180,602,27,0,1970,2944,88,33099,3005,360,48,16,8535,815,23,249,91,3,"2019-09-20 14:26:16"
"2018","1","3*1*7*","CS100010",121250373,2055,78.5,0,12.3,18.4,11.1,0,11.1,22.4,16.6,0,15.4,37.7,34.4,25.1,1.2,48.2,8.5,0,16,0,25,0,11.9,155533113,2046646,55235919,7835821,0,22286822,13305255,6561983,2230692,13205952,2869653,531646,3037221,14265154,39709856,2802507,27825660,0,22434509,64570330,88630845,6377610,0,5504,203,0,373,4808,773,10755,51,692,0,546,329,70,4,0,56,10,0,267,469,996,3493,466,2,"2019-09-20 14:26:16"
"2016","1","2*9*8*","CS300002",209879801,1229,100,0,22.8,14.5,0,12.1,25.5,31.7,0,0,12.8,2.3,31.3,20.7,0,54.9,74.4,5.4,22.1,15.7,22.7,8.5,19.4,11565263,32947301,39807623,3574409,81582,110395118,3288940,9520656,476191,0,1820693,40873796,41380587,15662645,0,5498719,654097,0,14045550,34000000,920158,14480757,0,98,1493,12,1395,784,5785,10830,647,1935,660,0,54,568,2433,362,14647,55,518,6,39,190,244,2162,2,"2019-09-20 14:26:16"
"2017","3","1*7*0*","CS200005",5631518,13222,94.2,26.2,12.7,13.6,10.1,0,15.4,7.3,10,0,0,1.4,4.5,2.4,13.6,75,80.4,0.2,14.7,32.9,4.1,42.2,2.2,67033781,920078,10330306,43483955,13499134,0,10550328,4145428,10349002,0,1501015,0,106796256,12534186,0,52629445,40312978,143889,30934718,3500015,1920462,36253355,0,338,147,3915,1018,1236,1721,43,143,160,0,13519,118,3654,1726,0,14751,15,0,3274,555,123,456,28,1,"2019-09-20 14:26:16"
"2015","3","1*3*6*","CS300008",17798115,601,58.8,18.7,18.1,16.4,14,12.6,12.1,0,6.9,0,34,13.7,30.9,25,0,76.9,52.9,0,13.1,10.1,19.8,18.9,14.6,86770184,316497894,8925480,61538,5387394,13043709,14950058,4095416,0,0,1755830,145549994,1392857,5590024,13545617,163489055,3103657,1088138,6690525,949311,366890292,68244787,0,30,0,230,13380,0,345,1077,837,950,0,0,252,172,0,403,563,4291,0,16,0,1613,101,25,4,"2019-09-20 14:26:16"
"2014","1","2*1*8*","CS200004",113466121,554,49.9,17.1,10.1,28.9,16.5,9.3,20.1,0,0,0,0,37.7,26.7,0,0,75,37.3,3.5,8.5,27.2,17.1,27.7,0,7872718,128029122,11130177,739495,13821699,2468476,4383649,0,302132,0,3261352,0,3494963,65857856,9201707,12438871,15637511,3722636,18160811,23096380,0,406344549,0,855,660,159,82,119,425,244,1114,3051,22,77,51,111,135,5029,298,2291,100,40,744,235,735,3903,2,"2019-09-20 14:26:16"
"2014","2","2*1*9*","CS100002",59398179,665,68.9,8,16.7,5.6,11,5.4,24.4,12.7,0,0,0,19.6,0,24.9,0,63.2,55.9,0,17.7,29.5,41.7,14.8,0,21629310,3301990,1005308,47999252,34179447,1658448,41015014,0,23346708,0,0,12006615,5470350,1000376,1741598,45641135,1394032,91646,22376947,58741,63470474,8516346,1897272,239,2712,260,14745,6837,273,53,0,4746,522,42,95,40,355,777,439,846,0,4,277,444,46,84,3,"2019-09-20 14:26:16"
"2017","2","8*1*","CS300010",2061977,154,82.4,35.1,9.4,0,21.5,12.2,16.6,7.5,0,9.9,3.4,30.1,28.2,7.1,6.2,34.1,58.2,0.6,8.8,28.5,29.7,10,18.8,23376782,10497193,20113555,1168899,11510358,0,0,90203196,29470415,0,1208447,51797380,3425640,5912645,769477,124014273,20567970,0,245874,5650967,16059107,254139,287936,97,1338,128,417,322,27,0,154,0,0,199,941,997,3226,0,262,1171,22,555,7752,461,46,239,1,"2019-09-20 14:26:16"
"2019","2","3*2*9*","CS300013",85250112,35330,90.9,31.4,2,15.8,14.3,11.1,24,12.4,1.4,38.2,1.2,23.8,14.2,23,0,49.6,31,2.5,27.3,6,32.1,9.4,22.4,1250122,4432780,39089097,9626949,3039795,23569290,19409140,13592039,4011432,0,0,80142303,43169955,11303702,3610655,7115991,1477160,385453,97596,24339902,17491021,6275779,702733,978,502,178,125,2553,5055,0,40,0,282,60,2086,584,1133,0,2640,191,0,1391,91,40,403,493,2,"2019-09-20 14:26:16"
"2014","2","2*2*9*","CS300010",42985921,1029,77.9,23.3,13,16.4,13.4,14.3,15.8,39.6,16.9,0,7.7,26.7,50,38.9,0,67.1,40.9,0,65.6,0,29.4,35.4,0,11466300,0,4069867,106897712,12663112,81867328,9115465,5689134,0,3852496,25961958,57456955,608873,907636,21327424,55634856,114055594,0,0,3696697,27895418,9356870,39740878,1996,1976,111,47,0,84,12957,791,75,812,0,12,5182,205,0,553,51,24,6,0,456,98,0,2,"2019-09-20 14:26:16"
"2018","1","2*2*2*","CS100003",35652671,364,48.7,14.6,33.1,17.3,15.1,0,16.8,30,3.4,0,0,30.7,20.5,0,0,23.4,20.6,0,48.9,33.3,33.3,19.6,20.6,137096765,4779414,0,509662,0,10077571,4847501,19982651,2104254,5952944,10342740,44370437,287694,66670485,6970334,6041205,64402091,0,7893442,118907856,4213893,634958147,2024464,917,680,307,32,43,117,1268,30,49,5011,16,0,0,375,80,1029,31040,0,37666,1097,70,228,182,1,"2019-09-20 14:26:16"
"2013","1","2*8*1*","CS300012",13931231,4508,74.1,37.2,28.5,15.1,16.7,14.2,0,25.2,14.3,35.2,4.2,6.2,23.4,32.4,0,42.6,10.3,0,0,43.6,29.8,37.8,47.7,16276348,2379526,4945470,7488995,172208027,62160175,3944207,205988321,0,0,0,29066126,15869269,0,9551121,488626463,22868936,0,5077491,11350407,84545900,1618399,41056987,374,0,1804,141,14,1234,97,238,10459,0,10,0,397,2059,61,1518,70,0,13,1040,211,568,353,0,"2019-09-20 14:26:16"
"2019","3","9*5*4","CS100001",2509388,32179,72.3,31.1,10.5,16.3,12.2,0,21.6,14.9,14.9,0,1.3,50,7.5,41.2,2.5,60.4,36.9,1.8,15.5,4.7,22.7,39.1,36.1,11008213,37679783,237718,8891914,3304789,59650890,8823464,0,0,0,68295,2885532,21246534,34511109,995901,0,97687443,163559,723718,7799501,64855380,3078945,0,1444,738,0,343,1014,53,848,246,100,0,627,0,190,0,182,3329,548,0,31,3398,75,7252,51,2,"2019-09-20 14:26:16"
"2019","2","1*8*6","CS100002",29587144,15,86.5,27.6,19.3,19.2,9.2,14.7,19,6.7,21.2,0,0,0,43.2,62.9,0,39,40.6,4.9,0,0,19,6.9,28.2,6252972,12865629,1284679,372549,2166568,5980276,1782623,0,3833669,0,0,0,0,2068627,0,0,0,0,2605484,0,25708390,63944116,22787108,2249,0,6,491,0,145,237,32,0,0,0,0,112,2946,453,5766,482,21,515,0,258,123,15436,1,"2019-09-20 14:26:16"
"2013","3","2*1*7*","CS100009",570025167,1796,78.4,11.6,20.4,15.2,14.4,15.6,20.2,16.7,0,45,13.4,18.6,15.2,9,41.2,57.9,85.2,0,6.7,28.3,58.9,18.3,0,426839001,18928859,512095431,23910537,1520932,30670441,977216,9205892,329047471,0,0,4000510,0,48813996,0,984157,392184221,813496,5191389,14357148,9169227,20344290,0,307,105,920,190,1384,243,194,129,0,0,0,4985,1196,11,55,321,1191,0,435,15347,378,131,0,1,"2019-09-20 14:26:16"
"2016","4","1*0*0*","CS100009",20403243,197,68.9,26.4,12.5,14.9,16.2,14.5,10.8,15.8,17.2,11.3,9.1,20.8,25.5,24.4,0,50.4,57.6,0.3,19.4,18.2,20.3,100,1.5,584682,181467250,11769506,2620505,94241118,18539172,65894492,0,13495023,8693400,1555725,938184,131073567,730266,88970174,68169529,21566191,0,35758677,4439555,38447070,1035959,5977104,3609,16,327,750,121,1681,186,1899,151,12,0,840,111,2498,8,19536,2424,84,18386,44,569,274,55,5,"2019-09-20 14:26:16"
"2013","2","1*7*6*","CS200003",133289014,520,67.6,15.6,24,12.8,16.4,11.5,10,24.5,7.1,0,3.9,30.1,19.9,37.8,28.1,46.1,56.9,0,9.3,34.7,0,7.8,11.5,659179,12256654,29217386,0,60184327,380221,40248094,3629233,19528194,0,12648889,669180,239488,46601196,0,62191259,244544255,0,791499,0,0,0,8149226,33,27,336,519,320,308,158,1258,0,0,2816,1389,423,22,64,482,17133,8,13,168,0,9,0,1,"2019-09-20 14:26:16"
"2018","1","2*9*2*","CS100009",223979119,61923,73.2,32.3,16.8,23.6,21,39.3,13.8,29,0,0,1.5,20.2,35.2,22,0,53.3,49.8,19.1,31,35.7,24.4,0,13.9,6934212,2337627,6711134,68024164,2316849,1424912,23945268,2460363,0,0,1625418,53188018,3857168,29722,0,34735182,692974,0,39631290,14129067,5531915,21377769,20975421,2666,18,3,0,16,88,520,271,359,173,5,130,0,24,88,483,1075,13,45,40,59,398,181,1,"2019-09-20 14:26:16"
"2016","4","3*3*3*","CS200005",9989731,63,97.9,29.6,11.2,6.2,15.4,13.9,17.6,17.4,16.1,0,0,23.3,26.6,19.4,27.3,46.3,15,0,17.2,40.1,38.8,8.9,1.2,23747969,6995276,905566,12624031,6691441,109569607,40747125,2397301,24961305,0,688688,33943756,2605640,7108179,9813252,10688406,21243188,0,0,12551683,5804883,2395011,312919020,14803,305,1573,3864,262,288,47,16,36,0,0,6602,1312,45,0,9642,8527,0,3679,3936,2293,10,0,2,"2019-09-20 14:26:16"
"2019","3","2*7*8","CS300001",4538899,8,100,0,32.1,7.6,8.8,20.2,12.3,26.2,19.3,0,0,19.9,31.1,27.9,19.8,68.8,44.2,0,9.6,24.8,29.7,16.1,1.7,13884126,193802771,2572900,10983256,125071160,4134461,7754225,22011741,3219760,0,240115,36950284,96894605,134564572,1399735,422745,54041506,4796770,8625244,0,5346902,10103365,5660900,4936,105,1724,790,1683,88,29,133,1607,0,130,287,694,13307,0,177,414,28,0,142,30,29,139,1,"2019-09-20 14:26:16"
"2017","1","2*1*4*","CS100001",1360853,2803,75.6,0,21.3,15.6,13.3,14.4,11.7,14.7,19.9,0,21,23.8,41.7,6.7,28.4,52.1,15.3,1.1,35.8,100,26.1,28.8,0,63796755,52876258,200850899,1928413,1689648,14557634,16070956,263724312,126081,0,6341463,0,0,0,4026766,10659536,7823244,0,24185152,698130,8556992,8999450,56909372,15764,0,2115,6,1273,1349,2551,230,0,0,0,314,2027,3502,10,3992,32,0,1926,4518,29,44,245,3,"2019-09-20 14:26:16"
"2014","2","4*5*7*","CS100001",34251457,5678,93.4,30.3,0,4.5,14.9,12,14.2,20.8,0,0,0.1,33.8,66.7,5.1,0,34.2,63.7,0,7.3,33.4,23.2,14,0,2940892,8599718,19898643,16801300,61262834,60080923,12291101,13758548,9467558,0,297330,82775,7043379,4840423,2457576,4780559,2086224,0,21336221,12393001,53346991,10522108,10706418,1279,139,35,461,217,24,89,59,86,0,0,0,2300,19,82,90,1211,0,294,710,1159,1025,5699,0,"2019-09-20 14:26:16"
"2017","4","4*3*6*","CS100004",323319410,14228,65.8,18.1,16,15.2,4.6,14,14.6,0,13.3,0,0,22.4,26.7,37.7,25.8,12.4,45.8,0,31,22.7,23.4,49.8,22.2,31739130,25016611,11729381,7187703,3659577,30495465,19984894,61355045,0,0,11059770,261661,3764416,5337997,2607622,5927770,23498419,40181,4199326,6482315,10082688,1258767,2334519,13099,14604,2630,55,727,50,60,11,1575,2214,158,16,219,793,0,3514,250,24,0,6699,297,342,821,1,"2019-09-20 14:26:16"
"2017","3","1*0*2","CS300005",3803739,60797,93.4,37.9,12.6,0,13.1,13.1,14.2,3.1,7.6,12.5,0,16.3,15.7,45.9,29.9,58.6,45.5,0.5,27.2,21.6,24.7,34.5,4.9,11812157,2103787,9778892,82984075,60078166,6399217,9902439,4555046,2621335,0,0,13566433,12694559,179603459,0,148468578,5318500,1721372,16757050,0,30627862,9896638,52223505,131388,93,48,37,261,185,4235,38,0,0,10,0,12,7,0,4283,335,0,108,152,1347,229,853,2,"2019-09-20 14:26:16"
"2013","3","3*2*7*","CS200010",392389467,379,83.8,22.9,9.1,12.8,11.9,16.9,20,0,0,0,0.5,23.7,17.1,14.3,18.5,52.7,22.8,0,17.1,29.4,18.7,0,12.7,8482433,52974940,4180986,512975,51433029,2366463,0,9223558,19221311,0,0,33584257,11954977,1396013,9919495,11240780,53234552,1489550,684708,1300089,395278,48988236,39919285,4562,4644,84,9344,0,8,667,1163,19197,133,4054,50,377,3475,0,1223,638,0,173,2181,1705,1063,137,1,"2019-09-20 14:26:16"
"2014","1","1*7*8","CS100007",15000000,7551,83.4,0,16.1,14.2,15.3,6.7,17.1,10.2,10.7,0,0,6.7,8.6,22.4,44,48.4,55.2,0,100,31.9,27.4,26.6,16,8528002,15085074,19483579,8990355,1005594,65946392,10616366,468668,0,58870241,37790897,21913862,28991995,14151,0,60509931,53545497,355957,0,110266641,17435077,10628082,46541782,1627,814,1033,112,10,75,101,123,29,237,664,10738,187,60,2025,1740,344,34,460,1309,1037,186,40,0,"2019-09-20 14:26:16"
"2015","3","4*4*1*","CS100010",24617241,1870,97.1,44.4,0,14.7,8.2,13.4,4.7,14.3,30.8,0,0,0,41.7,11.7,0,11.1,58.4,0,6.7,1.1,39.9,6.9,3.3,1304330492,23667173,151766,183580,31679311,56941926,28257299,68510546,296641,8404768,258328,870457,66222568,45024253,0,95412182,714286,0,451555,9294070,10260942,61827479,7354207,3150,157,64,17,12,3509,1511,4216,0,0,5287,11555,8,289,0,87,15638,1050,0,95,73,8933,0,0,"2019-09-20 14:26:16"
"2016","1","1*8*6","CS300001",144492585,3013,84.3,23.5,35.2,8.4,20.6,50,18.8,17.5,0,0,0,17.4,13.6,39.7,0.8,54.7,44.4,2.9,36,5.6,16.2,6.1,0,8390370,12881100,5644742,107288105,0,11202698,2439988,9585285,1918838,0,28924185,102606056,10094490,49136835,226033313,38523669,21308521,0,136520,10425125,57445237,14970836,15121608,7866,26,346,548,1715,803,318,1659,109,0,0,568,9,582,3026,220,2054,15,1270,624,652,32,122,2,"2019-09-20 14:26:16"
"2018","2","3*5*2*","CS300002",12584560,944,70.9,43.9,50,14,17.9,0,14.1,20.8,20.6,0,1.5,23.7,4.2,8.6,0,39.8,63.6,0,21.8,28.9,11.2,2.8,21.3,183224276,103792502,43986584,5249114,2118265,8504126,0,14663752,14569899,0,272785,15772948,4862115,3563078,33505813,3340844,5245134,11837956,582212,4208830,37331897,2341115,2645278,2316,3283,1461,197,0,10353,289,3,608,0,0,469,0,95234,1003,450,16263,0,2850,41,312,39,125,1,"2019-09-20 14:26:16"
"2013","2","3*2*6*","CS200015",114520334,63,66.9,20,11.1,16.4,23.6,10.3,15.2,2.1,0,2,6.1,11.5,22.4,3.9,2.3,60.6,26.4,0,10.8,0,16.9,15,46.5,177359095,59235200,104223417,646303,6924981,36028638,602595,8193097,23528600,0,950332,0,51600000,0,1530069,6297515,97133618,245717,39804658,7320437,1861494,32291847,2047947,1023,0,897,319,506,305,95,0,0,0,403,1216,3042,7553,126,6834,61,99,23395,8940,38,146,448,1,"2019-09-20 14:26:16"
"2016","1","2*0*3*","CS100010",40921649,20539,68.8,12.9,18.3,13,17.2,9.6,27.8,15.7,15.1,0,18.9,0,24.7,30.9,11.5,57.5,50.8,0,15.5,48.6,13.6,28.9,27.6,1078053571,6098683,11323614,66389434,23328570,7983635,2789035,1855772,0,0,410860,95465179,4255980,21190124,353024,4581370,64039979,29043,3678399,73691481,4505293,28061051,5108384,302,420,0,241,2714,23,1,0,3570,0,13,22,3644,0,74,246,301,167,3482,228,45,10,346,6,"2019-09-20 14:26:16"
